age,income,score,height,color,city,education,satisfaction,purchased
77.0,88447.0,46.21,183.5,Green,DAL,Bachelors,Very Satisfied,No
77.0,77104.0,1.38,163.5,Blue,CHI,,Unsatisfied,Yes
77.0,104335.0,54.46,182.5,Blue,DAL,Bachelors,Very Unsatisfied,Yes
62.0,134938.0,49.97,165.0,Blue,HOU,Bachelors,,No
58.0,100730.0,52.1,164.6,Yellow,DAL,,Very Unsatisfied,No
,24951.0,50.81,167.3,Red,HOU,Bachelors,Satisfied,Yes
32.0,126402.0,30.11,163.8,Green,CHI,Masters,Very Satisfied,No
62.0,48333.0,58.36,178.2,Red,HOU,PhD,Satisfied,No
18.0,41673.0,59.48,172.7,Yellow,CHI,,Very Satisfied,No
42.0,134421.0,60.24,165.1,Black,LA,,Unsatisfied,No
24.0,60870.0,64.2,176.7,Red,HOU,PhD,Satisfied,No
26.0,141945.0,59.06,167.2,Red,DAL,Masters,Very Unsatisfied,Yes
41.0,147536.0,43.85,166.7,Green,DAL,High School,Unsatisfied,Yes
18.0,91101.0,48.94,170.5,Yellow,LA,PhD,Very Satisfied,Yes
61.0,42821.0,51.37,174.6,Green,NY,PhD,,Yes
25.0,45494.0,51.62,173.9,Black,CHI,High School,Very Unsatisfied,No
41.0,119477.0,64.97,166.4,Blue,NY,High School,Neutral,Yes
28.0,146083.0,59.66,178.5,Yellow,NY,PhD,Very Satisfied,No
68.0,94160.0,81.16,167.8,Black,LA,Masters,Neutral,Yes
34.0,132698.0,83.1,163.5,Black,LA,High School,Unsatisfied,No
25.0,131560.0,51.19,155.3,Red,HOU,Masters,Satisfied,No
52.0,20835.0,-7.55,179.8,Green,HOU,,Very Satisfied,No
52.0,145126.0,68.55,170.1,Red,HOU,Bachelors,Unsatisfied,No
50.0,38646.0,41.89,172.1,Red,HOU,Bachelors,Very Satisfied,Yes
76.0,143777.0,37.98,180.5,Blue,HOU,Bachelors,Very Unsatisfied,Yes
22.0,97360.0,44.02,165.2,Green,DAL,Bachelors,Unsatisfied,No
59.0,57335.0,43.3,156.3,Blue,LA,Bachelors,Satisfied,No
56.0,89351.0,59.18,170.7,Black,CHI,High School,Very Satisfied,No
75.0,134934.0,26.61,173.1,Blue,CHI,High School,Satisfied,No
58.0,22429.0,33.83,167.4,Black,CHI,Bachelors,Satisfied,No
45.0,61950.0,55.15,184.7,Red,CHI,High School,Very Unsatisfied,No
24.0,,59.34,145.1,Blue,CHI,Masters,Neutral,Yes
26.0,127422.0,59.62,181.2,Green,DAL,Masters,,Yes
25.0,129934.0,38.19,177.9,Blue,LA,Masters,,No
29.0,139975.0,35.33,174.6,Black,HOU,Bachelors,Neutral,Yes
51.0,88143.0,42.4,136.6,Yellow,HOU,Masters,Very Unsatisfied,Yes
50.0,111186.0,53.6,182.8,Green,HOU,High School,Satisfied,Yes
65.0,124234.0,72.28,159.7,Black,LA,High School,Satisfied,Yes
72.0,117889.0,19.29,164.9,Yellow,LA,High School,Unsatisfied,Yes
40.0,122326.0,46.69,168.3,Green,DAL,PhD,Very Unsatisfied,Yes
79.0,97527.0,30.01,174.1,Yellow,DAL,Bachelors,Very Satisfied,Yes
41.0,106704.0,25.22,176.4,Red,HOU,High School,Satisfied,No
54.0,51099.0,64.5,178.9,Red,LA,Masters,Unsatisfied,No
52.0,59385.0,58.17,178.2,Blue,HOU,Bachelors,Very Satisfied,Yes
61.0,55919.0,56.74,172.5,Blue,DAL,Bachelors,Neutral,No
57.0,116952.0,63.82,174.2,Blue,HOU,PhD,,No
39.0,80782.0,42.8,159.1,Blue,DAL,Masters,Very Satisfied,Yes
44.0,91116.0,43.51,162.5,Yellow,NY,Masters,,No
52.0,92590.0,82.79,179.0,Green,CHI,High School,Unsatisfied,No
18.0,109626.0,46.3,178.4,Green,NY,High School,Unsatisfied,Yes
52.0,60387.0,61.03,177.2,Blue,HOU,Masters,Very Unsatisfied,Yes
54.0,35823.0,50.1,164.9,Red,HOU,,Neutral,Yes
64.0,66015.0,22.28,179.1,Black,LA,Bachelors,Satisfied,No
31.0,122877.0,19.33,158.4,Blue,CHI,,Neutral,No
20.0,35339.0,41.32,180.8,Blue,DAL,Bachelors,Very Unsatisfied,Yes
18.0,149949.0,65.84,167.4,Red,HOU,High School,Very Unsatisfied,Yes
22.0,23491.0,61.82,186.8,Black,DAL,Masters,Neutral,No
43.0,20706.0,63.71,154.8,Yellow,DAL,PhD,Very Satisfied,No
,117493.0,35.19,187.6,Yellow,DAL,High School,Very Satisfied,No
31.0,35728.0,74.24,166.4,Black,NY,PhD,Very Unsatisfied,Yes
56.0,26997.0,35.53,166.2,Black,DAL,Masters,,No
44.0,123537.0,53.19,171.9,Yellow,LA,Bachelors,,No
26.0,80408.0,49.84,163.0,Blue,NY,Bachelors,Unsatisfied,Yes
32.0,78097.0,47.39,169.3,Blue,NY,Masters,Neutral,No
32.0,149526.0,70.08,162.6,Red,HOU,Bachelors,Unsatisfied,Yes
43.0,58523.0,39.42,163.0,Black,CHI,Masters,,No
59.0,141648.0,29.76,174.9,Blue,CHI,Bachelors,Very Unsatisfied,No
77.0,45163.0,50.3,161.0,Blue,HOU,Bachelors,,No
30.0,37718.0,44.0,162.3,Red,CHI,High School,,No
68.0,107508.0,100.66,156.3,Black,DAL,High School,Unsatisfied,No
49.0,103767.0,60.15,165.0,Red,LA,PhD,Satisfied,No
56.0,59619.0,43.86,183.1,Red,DAL,High School,Unsatisfied,Yes
66.0,32126.0,34.16,161.5,Yellow,CHI,PhD,Unsatisfied,Yes
69.0,109131.0,21.8,162.7,Red,CHI,Masters,Unsatisfied,No
78.0,84926.0,34.62,171.9,Black,LA,PhD,Very Satisfied,Yes
49.0,,51.72,166.3,Blue,NY,,Very Satisfied,No
21.0,97654.0,71.41,192.3,Blue,NY,PhD,Very Unsatisfied,Yes
47.0,23317.0,66.83,168.4,Yellow,LA,Bachelors,,Yes
54.0,64980.0,53.44,173.4,,NY,Masters,,Yes
40.0,64115.0,45.15,179.4,Blue,CHI,Bachelors,Very Unsatisfied,Yes
56.0,81646.0,54.03,179.2,,NY,High School,,Yes
62.0,63158.0,42.22,172.3,Green,CHI,,Satisfied,Yes
32.0,75963.0,75.78,168.4,Green,HOU,Masters,Satisfied,Yes
60.0,67631.0,47.16,190.2,Green,DAL,High School,Neutral,Yes
46.0,69316.0,48.7,169.0,Green,NY,Masters,,No
53.0,125364.0,16.76,165.6,Red,HOU,High School,Neutral,Yes
30.0,79342.0,47.07,163.5,Blue,NY,Bachelors,Satisfied,Yes
49.0,35504.0,62.55,152.7,Yellow,HOU,Bachelors,Neutral,No
24.0,88593.0,33.98,178.2,Red,LA,High School,Unsatisfied,No
76.0,46660.0,38.74,146.5,Blue,HOU,High School,Very Satisfied,No
68.0,57196.0,61.89,169.9,Black,CHI,Bachelors,Unsatisfied,Yes
39.0,85938.0,27.85,168.0,Blue,LA,Bachelors,Satisfied,No
45.0,28605.0,65.87,192.4,Blue,LA,Masters,Very Satisfied,Yes
19.0,77388.0,42.02,151.7,Blue,CHI,Bachelors,Very Satisfied,No
59.0,101297.0,44.17,161.0,,NY,High School,Neutral,Yes
62.0,75501.0,33.14,168.6,Blue,LA,,Unsatisfied,Yes
79.0,73309.0,55.67,168.0,Blue,NY,Masters,Neutral,No
74.0,47043.0,86.9,164.5,Black,DAL,PhD,Satisfied,No
70.0,53635.0,61.72,169.2,Black,HOU,PhD,,No
23.0,99315.0,37.04,157.4,Green,HOU,High School,Neutral,No
45.0,100691.0,67.03,173.6,Red,CHI,High School,Very Satisfied,Yes
45.0,126514.0,45.25,146.8,Blue,CHI,High School,Unsatisfied,No
61.0,53132.0,70.62,169.7,Green,HOU,Bachelors,,Yes
61.0,109387.0,62.1,164.0,Green,DAL,Bachelors,,No
37.0,35366.0,5.85,180.2,Red,CHI,High School,Neutral,Yes
47.0,113944.0,34.94,187.6,Green,DAL,High School,Neutral,No
79.0,92107.0,64.17,166.7,Green,CHI,PhD,Very Unsatisfied,Yes
28.0,82580.0,52.27,183.9,Red,LA,PhD,Unsatisfied,No
75.0,135267.0,34.64,166.8,Yellow,NY,High School,Satisfied,No
72.0,142362.0,40.5,160.3,Green,HOU,High School,Very Satisfied,No
45.0,77889.0,21.41,187.5,Black,NY,PhD,Very Unsatisfied,Yes
42.0,99553.0,48.67,175.2,Green,HOU,Bachelors,Satisfied,Yes
56.0,59236.0,83.16,170.0,Red,CHI,PhD,Unsatisfied,No
79.0,24150.0,62.07,176.9,,NY,,Very Satisfied,No
50.0,131369.0,82.86,172.7,Yellow,DAL,Bachelors,,No
18.0,39423.0,63.24,169.3,Yellow,CHI,High School,Very Unsatisfied,Yes
74.0,24137.0,65.41,156.7,Black,LA,PhD,,No
44.0,49992.0,79.61,167.3,Black,NY,Masters,Unsatisfied,No
79.0,130540.0,55.66,176.2,Green,NY,Bachelors,Very Satisfied,Yes
74.0,,47.19,168.8,Yellow,LA,Masters,,No
69.0,135140.0,65.49,179.0,Black,HOU,Bachelors,Neutral,Yes
30.0,64921.0,71.81,173.8,Green,CHI,Bachelors,Neutral,No
58.0,141225.0,42.8,161.2,Blue,LA,PhD,Unsatisfied,No
20.0,99369.0,39.18,156.8,Green,DAL,,Satisfied,No
56.0,86917.0,52.08,168.4,Black,CHI,Masters,Very Unsatisfied,Yes
23.0,93690.0,62.47,164.8,Green,LA,,,No
25.0,54235.0,61.97,173.4,,LA,Bachelors,Satisfied,No
44.0,98975.0,28.64,162.8,Black,NY,PhD,Very Satisfied,Yes
26.0,39122.0,78.67,163.8,Green,NY,Bachelors,Neutral,Yes
79.0,43956.0,40.38,180.5,Black,NY,High School,Satisfied,Yes
54.0,83879.0,46.02,171.5,Green,CHI,,Very Unsatisfied,No
50.0,78560.0,36.46,163.0,Red,HOU,Masters,Very Satisfied,No
68.0,141435.0,90.47,170.2,Black,CHI,High School,Neutral,No
59.0,102800.0,53.63,183.8,Black,NY,PhD,Neutral,Yes
61.0,130310.0,37.24,172.9,Black,NY,PhD,Very Unsatisfied,Yes
41.0,88685.0,62.96,175.9,Black,CHI,Bachelors,Unsatisfied,No
32.0,44660.0,61.54,162.5,Green,LA,Bachelors,Neutral,Yes
76.0,148029.0,47.18,180.3,Yellow,LA,Masters,Unsatisfied,Yes
71.0,126196.0,62.61,193.2,Green,NY,Masters,,Yes
49.0,106064.0,37.62,162.1,Blue,NY,Bachelors,Very Unsatisfied,No
49.0,134440.0,42.61,158.2,Red,HOU,Bachelors,Satisfied,Yes
41.0,21168.0,19.85,171.8,Green,LA,PhD,Neutral,No
58.0,65124.0,30.14,178.8,Green,HOU,High School,Very Satisfied,No
69.0,55897.0,77.11,169.1,Black,NY,Bachelors,Very Satisfied,No
66.0,35032.0,74.62,159.5,Blue,NY,,Very Unsatisfied,Yes
79.0,72797.0,50.99,168.9,Black,HOU,PhD,Very Satisfied,Yes
66.0,55294.0,74.94,176.0,Black,HOU,,Very Satisfied,No
75.0,63827.0,47.6,165.9,Yellow,NY,Masters,Very Satisfied,No
69.0,23516.0,46.35,176.1,Red,DAL,,Satisfied,Yes
29.0,39751.0,50.85,181.6,Yellow,NY,Masters,Satisfied,No
79.0,50373.0,48.13,172.4,Black,LA,Bachelors,Very Unsatisfied,Yes
56.0,142026.0,46.77,169.7,Red,NY,Masters,Very Satisfied,Yes
19.0,50270.0,67.15,178.3,Green,CHI,High School,Very Unsatisfied,Yes
20.0,30386.0,52.25,161.4,Blue,NY,Masters,Very Unsatisfied,Yes
66.0,121859.0,60.69,160.5,Yellow,DAL,Masters,Very Unsatisfied,Yes
54.0,84817.0,65.47,167.3,Blue,LA,PhD,Satisfied,No
66.0,85184.0,55.82,165.1,Black,NY,,Satisfied,No
73.0,134316.0,35.45,162.0,Red,HOU,Masters,,No
34.0,99693.0,29.71,188.3,Green,LA,Bachelors,Very Satisfied,Yes
76.0,57879.0,52.23,191.7,Red,LA,High School,Unsatisfied,No
66.0,125056.0,47.43,166.5,Blue,DAL,Bachelors,Satisfied,No
19.0,69597.0,51.31,170.9,Blue,HOU,High School,Unsatisfied,Yes
19.0,59132.0,49.76,168.1,,CHI,,Very Satisfied,No
45.0,23626.0,88.75,181.1,Green,NY,Masters,Very Satisfied,Yes
71.0,105936.0,30.05,183.1,,CHI,Masters,Satisfied,Yes
40.0,122179.0,20.15,152.2,Yellow,HOU,High School,Unsatisfied,Yes
54.0,123801.0,54.99,174.8,Red,LA,,Very Unsatisfied,Yes
49.0,101515.0,44.35,156.9,Blue,DAL,Bachelors,Very Unsatisfied,Yes
50.0,97065.0,54.74,187.6,Red,DAL,PhD,Satisfied,No
18.0,75390.0,58.76,174.4,Black,LA,Bachelors,Unsatisfied,No
36.0,36645.0,69.26,161.8,Red,DAL,High School,Satisfied,Yes
79.0,111960.0,27.39,167.6,Red,CHI,Bachelors,,Yes
19.0,74144.0,41.65,167.1,Black,LA,Bachelors,Very Satisfied,Yes
70.0,33382.0,56.43,175.3,Blue,NY,High School,,No
61.0,24025.0,61.56,180.4,Green,NY,Bachelors,Very Unsatisfied,Yes
43.0,63226.0,82.9,158.5,Red,HOU,PhD,Very Satisfied,Yes
49.0,99380.0,64.34,188.4,Yellow,LA,Masters,Satisfied,Yes
23.0,142971.0,49.15,186.1,Green,CHI,Masters,Satisfied,Yes
49.0,138910.0,36.64,161.2,,LA,Bachelors,Very Unsatisfied,Yes
72.0,89711.0,41.54,170.7,Red,LA,High School,,No
21.0,116055.0,41.11,187.1,Yellow,CHI,Bachelors,Very Satisfied,No
72.0,146189.0,59.83,182.3,Green,DAL,High School,Neutral,No
28.0,,53.85,166.6,Yellow,CHI,High School,Very Satisfied,No
73.0,23443.0,30.15,178.1,Yellow,LA,Bachelors,Satisfied,Yes
76.0,,43.46,200.0,Green,LA,Masters,,No
34.0,30725.0,63.16,171.1,Green,LA,High School,Satisfied,No
55.0,53461.0,55.27,163.7,Green,LA,Bachelors,Very Unsatisfied,Yes
41.0,147000.0,58.53,171.7,Green,HOU,High School,Satisfied,Yes
22.0,61115.0,55.74,172.5,Black,DAL,Bachelors,Satisfied,Yes
69.0,130084.0,74.4,164.8,Red,LA,Masters,Very Satisfied,No
51.0,116887.0,53.54,174.4,Green,HOU,High School,Very Unsatisfied,No
23.0,103732.0,44.21,157.5,Blue,LA,Masters,Very Satisfied,Yes
39.0,132145.0,36.26,163.3,Yellow,DAL,High School,Neutral,No
28.0,99790.0,53.74,177.6,Green,DAL,Bachelors,Very Satisfied,No
65.0,,13.39,152.5,Green,CHI,Bachelors,Very Satisfied,Yes
,131672.0,47.24,179.0,Red,HOU,,Neutral,Yes
50.0,91260.0,46.91,149.9,Green,DAL,Masters,,Yes
26.0,48690.0,29.53,152.7,Black,NY,,,Yes
77.0,21407.0,36.08,165.0,Blue,LA,High School,Satisfied,Yes
76.0,93568.0,62.14,172.9,,DAL,Masters,,No
23.0,78560.0,53.46,183.3,Green,HOU,Bachelors,,No
33.0,67340.0,51.53,170.6,Red,HOU,PhD,Satisfied,No
46.0,37794.0,54.6,167.5,Green,HOU,PhD,Very Unsatisfied,No
20.0,39881.0,51.39,175.8,Yellow,CHI,High School,Very Satisfied,No
37.0,106292.0,68.64,161.3,Blue,LA,PhD,Unsatisfied,Yes
77.0,125698.0,51.85,171.4,,NY,Masters,Satisfied,No
76.0,114952.0,28.13,158.0,Black,HOU,PhD,Very Satisfied,No
53.0,69703.0,74.45,170.8,Blue,LA,Masters,Unsatisfied,No
36.0,64354.0,55.56,168.7,,HOU,High School,Very Satisfied,Yes
43.0,111288.0,41.16,162.0,Black,HOU,,Very Unsatisfied,No
20.0,98462.0,31.2,171.7,Yellow,NY,Masters,Very Satisfied,No
36.0,139020.0,55.94,171.6,Green,LA,High School,Very Satisfied,No
37.0,119301.0,48.24,181.8,Red,HOU,Masters,Very Satisfied,No
49.0,138764.0,73.61,153.9,Yellow,CHI,Masters,,No
24.0,34390.0,44.81,169.2,Black,HOU,PhD,Very Satisfied,No
69.0,124403.0,37.44,162.4,Black,LA,Masters,,Yes
58.0,107475.0,63.44,178.7,Black,DAL,Bachelors,Unsatisfied,Yes
50.0,47307.0,63.88,177.5,Blue,HOU,PhD,Neutral,Yes
57.0,116364.0,52.53,175.1,Green,CHI,Masters,Very Satisfied,No
56.0,114049.0,60.15,163.0,Blue,CHI,,Satisfied,Yes
35.0,138740.0,49.43,178.9,Blue,HOU,High School,Unsatisfied,Yes
57.0,139991.0,53.51,154.7,Blue,LA,Masters,,No
18.0,44502.0,67.47,152.6,Black,HOU,High School,Satisfied,Yes
28.0,115599.0,59.38,157.2,Yellow,CHI,PhD,,Yes
45.0,42486.0,47.46,169.7,Red,HOU,PhD,Satisfied,No
74.0,131813.0,70.29,176.8,Red,CHI,High School,Unsatisfied,No
42.0,58258.0,14.53,140.2,Green,DAL,High School,Unsatisfied,Yes
67.0,77716.0,80.78,183.2,Green,HOU,Bachelors,Unsatisfied,Yes
40.0,117228.0,24.41,171.3,Black,NY,,Neutral,No
48.0,123920.0,40.59,154.3,Red,HOU,Bachelors,Satisfied,No
47.0,101494.0,49.39,171.0,Yellow,CHI,Bachelors,Very Satisfied,Yes
59.0,120552.0,47.8,180.9,Black,LA,Masters,,Yes
52.0,102768.0,65.1,176.0,Green,CHI,PhD,Unsatisfied,No
24.0,30748.0,34.13,181.0,Black,DAL,,Satisfied,Yes
77.0,82785.0,53.91,156.3,Green,LA,,Very Unsatisfied,No
33.0,96050.0,41.33,165.9,Red,NY,Bachelors,Satisfied,Yes
43.0,42738.0,54.43,160.8,,NY,PhD,Very Satisfied,No
65.0,94231.0,49.03,187.2,Blue,DAL,High School,Unsatisfied,No
74.0,93606.0,51.39,176.4,Green,DAL,Bachelors,,No
69.0,113301.0,41.75,198.5,Blue,DAL,High School,Neutral,Yes
77.0,61662.0,42.35,165.3,Green,DAL,High School,Unsatisfied,Yes
66.0,138313.0,54.31,162.8,Blue,HOU,Bachelors,Neutral,Yes
19.0,116297.0,64.16,168.6,Red,CHI,Bachelors,Unsatisfied,No
18.0,102234.0,41.03,183.8,Red,HOU,,Very Satisfied,Yes
65.0,35123.0,36.97,166.3,,LA,Bachelors,Very Unsatisfied,No
79.0,120680.0,59.2,171.2,Yellow,NY,Bachelors,Satisfied,Yes
29.0,45616.0,49.51,171.0,,NY,,Satisfied,Yes
22.0,122682.0,62.46,170.4,Black,LA,Masters,Unsatisfied,Yes
54.0,31182.0,36.41,163.5,Green,NY,Bachelors,Very Unsatisfied,Yes
49.0,110369.0,23.31,168.6,Black,DAL,High School,Very Unsatisfied,No
76.0,118878.0,42.0,168.2,Yellow,DAL,High School,,No
72.0,82013.0,38.5,169.9,Green,DAL,High School,Neutral,No
26.0,51331.0,48.82,179.4,Black,LA,Bachelors,,Yes
